"Firstseen (UTC)";"Threat";"Malware";"Host";"URL";"Status";"Registrar";"IP address(es)";"ASN(s)";"Country"
"2017-10-10 08:50:30";"Distribution Site";"Locky";"gilgroup.com";"http://gilgroup.com/oiheiryur92";"offline";"Network Solutions; LLC.";"216.177.130.203";"395532";"US"
"2017-10-10 08:50:04";"Distribution Site";"Locky";"scottfranch.org";"http://scottfranch.org/p66/oiheiryur92";"offline";"Todaynic.com; Inc.";"";"";""
"2017-10-10 08:50:00";"Distribution Site";"Locky";"aeaccting.com";"http://aeaccting.com/oiheiryur92";"offline";"eNom; Inc.";"208.67.23.166";"3257";"US"
"2017-10-10 08:49:56";"Distribution Site";"Locky";"bsfotodesign.com";"http://bsfotodesign.com/oiheiryur92";"offline";"eNom; Inc.";"80.172.241.44";"8426";"PT"
"2017-10-10 08:49:46";"Distribution Site";"Locky";"galeona.com";"http://galeona.com/oiheiryur92";"offline";"Arsys Internet; S.L. d/b/a NICLINE.COM";"212.89.16.142";"12946";"ES"
"2017-10-10 08:49:43";"Distribution Site";"Locky";"ashapeforlife.com";"http://ashapeforlife.com/oiheiryur92";"offline";"1&1 Internet SE";"217.160.0.51";"8560";"DE"
"2017-10-10 08:49:38";"Distribution Site";"Locky";"mtblanc-let.co.uk";"http://mtblanc-let.co.uk/oiheiryur92";"offline";"123-Reg Limited t/a 123-reg";"217.199.175.27";"20738";"GB"
"2017-10-10 08:45:44";"Distribution Site";"Locky";"121-psychic-reading.co.uk";"http://121-psychic-reading.co.uk/8734gf3hf";"offline";"iDAQ Limited";"217.168.155.63";"34660";"GB"
"2017-10-10 08:45:40";"Distribution Site";"Locky";"designordie.ca";"http://designordie.ca/8734gf3hf";"offline";"National CA Domains Ltd.";"204.244.185.219";"5071";"CA"
"2017-10-10 08:45:01";"Distribution Site";"Locky";"hellonwheelsthemovie.com";"http://hellonwheelsthemovie.com/8734gf3hf";"offline";"Tucows Domains Inc.";"66.36.165.149";"14265";"US"
"2017-10-10 08:44:56";"Distribution Site";"Locky";"cfai66.fr";"http://cfai66.fr/8734gf3hf";"offline";"OXYD SARL";"87.252.5.144";"8304";"FR"
"2017-10-10 08:44:38";"Distribution Site";"Locky";"domke-engineering.de";"http://domke-engineering.de/8734gf3hf";"offline";"";"81.169.145.151";"6724";"DE"
"2017-10-09 11:20:22";"Distribution Site";"Locky";"scottfranch.org";"http://scottfranch.org/p66/8734gf3hf";"offline";"Todaynic.com; Inc.";"";"";""
"2017-10-09 11:20:16";"Distribution Site";"Locky";"amatuermatch.org";"http://amatuermatch.org/8734gf3hf";"offline";"Tucows Inc.";"";"";""
"2017-10-09 11:20:11";"Distribution Site";"Locky";"cagliaricity.it";"http://cagliaricity.it/8734gf3hf";"offline";"WIDE-REG";"95.110.196.214";"31034";"IT"
"2017-10-09 11:20:08";"Distribution Site";"Locky";"hard-grooves.com";"http://hard-grooves.com/8734gf3hf";"offline";"Tucows Domains Inc.";"66.36.173.111";"14265";"US"
"2017-10-09 11:20:04";"Distribution Site";"Locky";"depomedikal.com";"http://depomedikal.com/8734gf3hf";"offline";"GoDaddy.com; LLC";"82.151.131.234";"8685";"TR"
"2017-10-09 11:20:00";"Distribution Site";"Locky";"prova.eshopavant.it";"http://prova.eshopavant.it/8734gf3hf";"offline";"WIDE-REG";"217.73.227.30";"31034";"IT"
"2017-10-09 11:19:57";"Distribution Site";"Locky";"anderlaw.com";"http://anderlaw.com/8734gf3hf";"offline";"eNom; Inc.";"98.124.251.69";"21740";"US"
"2017-10-09 11:19:50";"Distribution Site";"Locky";"intra.cfecgcaquitaine.com";"http://intra.cfecgcaquitaine.com/8734gf3hf";"offline";"NUXIT";"";"";""
"2017-10-09 11:19:47";"Distribution Site";"Locky";"dewekker.nl";"http://dewekker.nl/8734gf3hf";"offline";"Denit Internet Services BV";"94.126.70.12";"25542";"NL"
"2017-10-09 11:19:43";"Distribution Site";"Locky";"drspay.com";"http://drspay.com/8734gf3hf";"offline";"Wild West Domains; LLC";"68.178.159.168";"26496";"US"
"2017-10-09 11:19:31";"Distribution Site";"Locky";"ecotek.me";"http://ecotek.me/8734gf3hf";"offline";"GoDaddy.com; LLC";"";"";""
"2017-10-08 16:48:58";"C2";"Locky";"91.203.5.181";"http://91.203.5.181/imageload.cgi";"offline";"";"91.203.5.181";"25229";"UA"
"2017-10-08 15:06:55";"C2";"Locky";"91.229.188.178";"http://91.229.188.178/imageload.cgi";"offline";"";"91.229.188.178";"45027";"RU"
"2017-10-06 11:28:40";"Distribution Site";"Locky";"alexandre-azaria.com";"http://alexandre-azaria.com/uywtfgh36";"offline";"Network Solutions; LLC.";"195.154.231.6";"12876";"FR"
"2017-10-06 11:28:37";"Distribution Site";"Locky";"a-host.co.uk";"http://a-host.co.uk/uywtfgh36";"offline";"Fasthosts Internet Ltd";"";"";""
"2017-10-06 11:28:34";"Distribution Site";"Locky";"allesandradesigns.com";"http://allesandradesigns.com/uywtfgh36";"offline";"Deluxe Small Business Sales; Inc. d/b/a Aplus.net";"206.189.64.156";"14061";"US"
"2017-10-06 11:28:30";"Distribution Site";"Locky";"andresarlemijn.nl";"http://andresarlemijn.nl/uywtfgh36";"offline";"NETZOZEKER B.V.";"195.60.215.74";"20847";"NL"
"2017-10-06 11:28:25";"Distribution Site";"Locky";"appartement-sailer.at";"http://appartement-sailer.at/uywtfgh36";"offline";"";"";"";""
"2017-10-06 11:28:22";"Distribution Site";"Locky";"agriturismobellaria.net";"http://agriturismobellaria.net/uywtfgh36";"offline";"Tucows Domains Inc.";"80.88.87.95";"31034";"IT"
"2017-10-06 11:28:15";"Distribution Site";"Locky";"felixsolis.mobi";"http://felixsolis.mobi/uywtfgh36";"offline";"Hosting Concepts B.V. dba Openprovider";"";"";""
"2017-10-06 11:28:11";"Distribution Site";"Locky";"3e.com.pt";"http://3e.com.pt/uywtfgh36";"offline";"";"174.141.224.179";"32181";"US"
"2017-10-06 11:28:08";"Distribution Site";"Locky";"agricom.it";"http://agricom.it/uywtfgh36";"offline";"WIDE-REG";"195.225.168.230";"31034";"IT"
"2017-10-06 11:28:04";"Distribution Site";"Locky";"2-wave.com";"http://2-wave.com/uywtfgh36";"offline";"GMO Internet; Inc. dba Onamae.com";"209.54.62.81";"54782";"US"
"2017-10-06 11:27:39";"Distribution Site";"Locky";"thedarkpvp.net";"http://thedarkpvp.net/p66/uywtfgh36";"offline";"Eranet International Limited";"";"";""
"2017-10-06 11:27:35";"Distribution Site";"Locky";"PamelaSparrowChilds.com";"http://PamelaSparrowChilds.com/uywtfgh36";"offline";"GoDaddy.com; LLC";"104.28.8.205|104.28.8.205|104.28.9.205";"13335|13335";"US|US;United States"
"2017-10-06 11:27:31";"Distribution Site";"Locky";"agriturismo-1001ulivo.it";"http://agriturismo-1001ulivo.it/uywtfgh36";"offline";"WIDE-REG";"172.104.229.224";"63949";"US"
"2017-10-05 17:59:47";"Distribution Site";"Locky";"balzantruck.com";"http://balzantruck.com/9hgfdfyr6";"offline";"Tucows Domains Inc.";"69.156.240.29";"14116";"CA"
"2017-10-05 17:59:43";"Distribution Site";"Locky";"lasdamas.com";"http://lasdamas.com/9hgfdfyr6";"online";"GoDaddy.com; LLC";"";"";""
"2017-10-05 17:59:39";"Distribution Site";"Locky";"ecofloraholland.nl";"http://ecofloraholland.nl/9hgfdfyr6";"offline";"NR Automatisering";"95.142.51.67";"34215";"NL"
"2017-10-05 17:59:36";"Distribution Site";"Locky";"pnkparamount.com";"http://pnkparamount.com/9hgfdfyr6";"offline";"Network Solutions; LLC.";"217.160.231.196";"8560";"DE"
"2017-10-05 17:59:32";"Distribution Site";"Locky";"conxibit.com";"http://conxibit.com/9hgfdfyr6";"offline";"Melbourne IT; Ltd. d/b/a Internet Names Worldwide";"27.121.66.111";"24446";"AU"
"2017-10-05 17:59:01";"Distribution Site";"Locky";"mrscrowe.net";"http://mrscrowe.net/p66/9hgfdfyr6";"online";"Eranet International Limited";"";"";""
"2017-10-05 17:58:57";"Distribution Site";"Locky";"www.gtCartographic.co.uk";"http://www.gtCartographic.co.uk/9hgfdfyr6";"offline";"PDR Ltd. d/b/a PublicDomainRegistry.com t/a PublicDomainRegistry.com";"82.145.60.140";"20860";"GB"
"2017-10-05 17:58:54";"Distribution Site";"Locky";"bnphealthcare.com";"http://bnphealthcare.com/9hgfdfyr6";"offline";"Deluxe Small Business Sales; Inc. d/b/a Aplus.net";"202.169.44.152";"17451";"ID"
"2017-10-05 17:58:50";"Distribution Site";"Locky";"ilibarcelos.pt";"http://ilibarcelos.pt/9hgfdfyr6";"offline";"";"109.71.42.24";"24768";"PT"
"2017-10-05 17:58:45";"Distribution Site";"Locky";"georginabringas.com";"http://georginabringas.com/9hgfdfyr6";"offline";"Tucows Domains Inc.";"40.76.209.29";"8075";"US"
"2017-10-05 17:58:42";"Distribution Site";"Locky";"abelfaria.pt";"http://abelfaria.pt/9hgfdfyr6";"offline";"";"109.71.42.24";"24768";"PT"
"2017-10-05 17:58:39";"Distribution Site";"Locky";"teracom.co.id";"http://teracom.co.id/9hgfdfyr6";"offline";"";"202.169.44.149";"17451";"ID"
"2017-10-05 17:54:32";"C2";"Locky";"5.196.200.229";"http://5.196.200.229/imageload.cgi";"offline";"";"5.196.200.229";"16276";"FR"
"2017-10-05 09:24:45";"Distribution Site";"Locky";"173.83.200.78";"http://173.83.200.78/9ghf45jhg";"offline";"";"";"";""
"2017-10-05 09:24:42";"Distribution Site";"Locky";"physicallyfocused.biz";"http://physicallyfocused.biz/9ghf45jhg";"offline";"Network Solutions; LLC";"64.40.110.199";"14280";"CA"
"2017-10-05 09:24:30";"Distribution Site";"Locky";"173.83.200.79";"http://173.83.200.79/9ghf45jhg";"offline";"";"";"";""
"2017-10-05 09:24:23";"Distribution Site";"Locky";"www.cioccolatopaolillo.it";"http://www.cioccolatopaolillo.it/9ghf45jhg";"offline";"ARUBA-REG";"62.149.140.213";"31034";"IT"
"2017-10-05 09:24:18";"Distribution Site";"Locky";"adamjarekelk.freehost.pl";"http://adamjarekelk.freehost.pl/9ghf45jhg";"offline";"Consulting Service Sp. z o.o.";"195.114.0.64";"41079";"PL"
"2017-10-05 09:24:14";"Distribution Site";"Locky";"www.gentechimpianti.com";"http://www.gentechimpianti.com/9ghf45jhg";"offline";"Tucows Domains Inc.";"62.149.142.64";"31034";"IT"
"2017-10-05 09:24:11";"Distribution Site";"Locky";"ernestoangiolini.com";"http://ernestoangiolini.com/9ghf45jhg";"offline";"Ascio Technologies; Inc. Danmark - Filial af Ascio technologies; Inc. USA";"89.46.107.219";"31034";"IT"
"2017-10-05 09:24:07";"Distribution Site";"Locky";"www.mariodigregorio.it";"http://www.mariodigregorio.it/9ghf45jhg";"offline";"ARUBA-REG";"62.149.140.134";"31034";"IT"
"2017-10-05 08:09:32";"Distribution Site";"Locky";"artsidestudio.com";"http://artsidestudio.com/tfhytdrf56u";"offline";"eNom; Inc.";"";"";""
"2017-10-05 08:09:29";"Distribution Site";"Locky";"trapiantivarese.org";"http://trapiantivarese.org/tfhytdrf56u";"offline";"Register.IT SPA";"";"";""
"2017-10-05 08:09:26";"Distribution Site";"Locky";"www.traders-forum.com";"http://www.traders-forum.com/tfhytdrf56u";"offline";"Tucows Domains Inc.";"62.149.140.55";"31034";"IT"
"2017-10-05 08:09:23";"Distribution Site";"Locky";"pspcny.com";"http://pspcny.com/tfhytdrf56u";"offline";"GoDaddy.com; LLC";"162.212.87.74";"7828";"US"
"2017-10-05 08:09:18";"Distribution Site";"Locky";"timmah.users.whitehat.dk";"http://timmah.users.whitehat.dk/tfhytdrf56u";"offline";"";"91.221.196.204";"197495";"DK"
"2017-10-05 08:09:13";"Distribution Site";"Locky";"computerserviceheerhugowaard.nl";"http://computerserviceheerhugowaard.nl/tfhytdrf56u";"offline";"Worldwebdesign";"94.75.202.60";"60781";"NL"
"2017-10-05 08:09:09";"Distribution Site";"Locky";"lacadosmurcia.com";"http://lacadosmurcia.com/tfhytdrf56u";"offline";"Domain.com; LLC";"212.63.108.71";"201446";"ES"
"2017-10-05 08:09:06";"Distribution Site";"Locky";"poslovnekomunikacije.si";"http://poslovnekomunikacije.si/tfhytdrf56u";"offline";"DHH.si d.o.o.";"212.44.101.96";"43128";"SI"
"2017-10-05 08:09:03";"Distribution Site";"Locky";"mis4.zenfinancial.com";"http://mis4.zenfinancial.com/tfhytdrf56u";"offline";"OnlineNIC; Inc.";"";"";""
"2017-10-05 08:08:59";"Distribution Site";"Locky";"laveentrading.com";"http://laveentrading.com/tfhytdrf56u";"offline";"eNom; Inc.";"";"";""
"2017-10-05 08:08:53";"Distribution Site";"Locky";"www.rafaelgalindo.com";"http://www.rafaelgalindo.com/tfhytdrf56u";"offline";"eNom; Inc.";"94.23.224.229";"16276";"FR"
"2017-10-05 08:08:45";"Distribution Site";"Locky";"www.pizzelli.eu";"http://www.pizzelli.eu/tfhytdrf56u";"offline";"Aruba S.p.A.";"62.149.140.180";"31034";"IT"
"2017-10-05 08:08:21";"Distribution Site";"Locky";"derainlay.info";"http://derainlay.info/p66/tfhytdrf56u";"offline";"Eranet International Limited";"";"";""
"2017-10-05 08:08:15";"Distribution Site";"Locky";"ragazzemessenger.com";"http://ragazzemessenger.com/tfhytdrf56u";"offline";"eNom; Inc.";"98.124.251.168";"21740";"US"
"2017-10-05 08:08:11";"Distribution Site";"Locky";"foxcabinets.com";"http://foxcabinets.com/tfhytdrf56u";"offline";"eNom; Inc.";"98.124.251.166";"21740";"US"
"2017-10-05 08:08:06";"Distribution Site";"Locky";"mautau.it";"http://mautau.it/tfhytdrf56u";"offline";"MDSNET-REG";"80.88.87.192";"31034";"IT"
"2017-10-05 08:08:02";"Distribution Site";"Locky";"photobookexpress.com";"http://photobookexpress.com/tfhytdrf56u";"offline";"eNom; Inc.";"98.124.252.132";"21740";"US"
"2017-10-04 20:06:18";"C2";"Locky";"qfuxosx.eu";"http://qfuxosx.eu/main.php";"offline";"eNom; Inc";"";"";""
"2017-10-04 14:30:24";"C2";"Locky";"uuwflbmjmi.eu";"http://uuwflbmjmi.eu/main.php";"offline";"eNom; Inc";"208.100.26.251";"32748";"US"
"2017-10-04 09:27:59";"Distribution Site";"Locky";"ericweb.co.za";"http://ericweb.co.za/8etyfh3ni";"offline";"";"196.25.211.127";"5713";"ZA"
"2017-10-04 09:27:54";"Distribution Site";"Locky";"tarimsalteknoloji.com";"http://tarimsalteknoloji.com/8etyfh3ni";"offline";"REG2C.COM; INC.";"";"";""
"2017-10-04 09:27:51";"Distribution Site";"Locky";"derainlay.info";"http://derainlay.info/p66/8etyfh3ni";"offline";"Eranet International Limited";"";"";""
"2017-10-04 09:27:47";"Distribution Site";"Locky";"tailer.it";"http://tailer.it/8etyfh3ni";"offline";"MDSNET-REG";"89.96.90.14";"12874";"IT"
"2017-10-04 09:27:41";"Distribution Site";"Locky";"schoensigns.com";"http://schoensigns.com/8etyfh3ni";"offline";"GoDaddy.com; LLC";"";"";""
"2017-10-04 09:27:37";"Distribution Site";"Locky";"shopsshops.de";"http://shopsshops.de/8etyfh3ni";"offline";"";"";"";""
"2017-10-04 09:27:34";"Distribution Site";"Locky";"tecnigrafite.com";"http://tecnigrafite.com/8etyfh3ni";"offline";"eNom; Inc.";"89.96.90.16";"12874";"IT"
"2017-10-04 09:27:31";"Distribution Site";"Locky";"scouting-bvb.nl";"http://scouting-bvb.nl/8etyfh3ni";"offline";"WebReus";"46.235.40.27";"34233";"NL"
"2017-10-04 09:27:27";"Distribution Site";"Locky";"spazioireos.it";"http://spazioireos.it/8etyfh3ni";"offline";"MCHOST-REG";"81.29.205.233";"15830";"IT"
"2017-10-04 09:27:24";"Distribution Site";"Locky";"cutwell.ca";"http://cutwell.ca/8etyfh3ni";"offline";"eNom Canada Corp.";"98.124.251.68";"21740";"US"
"2017-10-04 09:27:16";"Distribution Site";"Locky";"turfschiploge.nl";"http://turfschiploge.nl/8etyfh3ni";"offline";"WebReus";"85.214.48.93";"6724";"DE"
"2017-10-04 08:49:00";"Distribution Site";"Locky";"runkel.com.mx";"http://runkel.com.mx/uyitfu65uy";"offline";"ISINET";"173.201.253.230";"26496";"US"
"2017-10-04 08:48:53";"Distribution Site";"Locky";"matern-eger.de";"http://matern-eger.de/uyitfu65uy";"offline";"";"87.106.244.84";"8560";"DE"
"2017-10-04 08:48:49";"Distribution Site";"Locky";"eternallyclassicjewelry.com";"http://eternallyclassicjewelry.com/uyitfu65uy";"offline";"eNom; Inc.";"209.200.154.38";"32787";"US"
"2017-10-04 08:48:41";"Distribution Site";"Locky";"yoma888.com";"http://yoma888.com/uyitfu65uy";"online";"Web Commerce Communications Limited dba WebNic.cc";"";"";""
"2017-10-04 08:48:36";"Distribution Site";"Locky";"restaurantelburladero.com";"http://restaurantelburladero.com/uyitfu65uy";"offline";"Soluciones Corporativas IP; SL";"5.2.88.79";"198432";"ES"
"2017-10-04 08:48:33";"Distribution Site";"Locky";"420ent.com";"http://420ent.com/uyitfu65uy";"offline";"eNom; Inc.";"";"";""
"2017-10-04 08:48:26";"Distribution Site";"Locky";"atez.vn";"http://atez.vn/uyitfu65uy";"offline";"";"";"";""
"2017-10-04 08:48:19";"Distribution Site";"Locky";"envi-herzog.de";"http://envi-herzog.de/uyitfu65uy";"offline";"";"194.116.187.130";"45031";"DE"
"2017-10-04 08:47:56";"Distribution Site";"Locky";"aimonino.info";"http://aimonino.info/p66/uyitfu65uy";"offline";"Eranet International Limited";"";"";""
"2017-10-04 08:47:52";"Distribution Site";"Locky";"sabines-marmeladen.de";"http://sabines-marmeladen.de/uyitfu65uy";"offline";"";"46.30.213.54";"51468";"DK"
"2017-10-04 08:47:49";"Distribution Site";"Locky";"acaciainvestigations.com";"http://acaciainvestigations.com/uyitfu65uy";"offline";"Register.com; Inc.";"208.79.200.25";"17054";"US"
"2017-10-04 08:47:46";"Distribution Site";"Locky";"dbatee.gr";"http://dbatee.gr/uyitfu65uy";"offline";"";"62.103.152.30";"6799";"GR"
"2017-10-04 08:47:38";"Distribution Site";"Locky";"mysushi.it";"http://mysushi.it/uyitfu65uy";"offline";"NWEB-REG";"81.88.237.172";"25002";"IT"
"2017-10-04 08:47:35";"Distribution Site";"Locky";"phmetreci.com";"http://phmetreci.com/uyitfu65uy";"offline";"REG2C.COM; INC.";"185.150.128.21";"202620";"TR"
"2017-10-03 12:30:41";"C2";"Locky";"188.127.251.99";"http://188.127.251.99/imageload.cgi";"offline";"";"188.127.251.99";"56694";"RU"
"2017-10-03 09:15:42";"Distribution Site";"Locky";"embutidosanezcar.com";"http://embutidosanezcar.com/jhgf54y6";"offline";"Soluciones Corporativas IP; SL";"5.2.88.79";"198432";"ES"
"2017-10-03 09:15:31";"Distribution Site";"Locky";"fbl.com.sg";"http://fbl.com.sg/jhgf54y6";"offline";"VODIEN INTERNET SOLUTIONS PTE LTD";"103.26.41.71";"38532";"SG"
"2017-10-03 09:15:20";"Distribution Site";"Locky";"jtpsolutions.com.au";"http://jtpsolutions.com.au/jhgf54y6";"offline";"AussieHQ Pty Ltd";"27.121.67.72";"24446";"AU"
"2017-10-03 09:15:08";"Distribution Site";"Locky";"crack-attack.net";"http://crack-attack.net/jhgf54y6";"offline";"Cronon AG";"81.169.140.101";"6724";"DE"
"2017-10-03 09:14:57";"Distribution Site";"Locky";"basedow-bilder.de";"http://basedow-bilder.de/jhgf54y6";"offline";"";"194.116.187.130";"45031";"DE"
"2017-10-03 09:14:47";"Distribution Site";"Locky";"bridleridgehorses.com";"http://bridleridgehorses.com/jhgf54y6";"offline";"eNom; Inc.";"98.124.251.204";"21740";"US"
"2017-10-03 09:14:37";"Distribution Site";"Locky";"debralittleart.com";"http://debralittleart.com/jhgf54y6";"offline";"eNom; Inc.";"98.124.251.167";"21740";"US"
"2017-10-03 09:14:20";"Distribution Site";"Locky";"enixgaming.de";"http://enixgaming.de/jhgf54y6";"offline";"";"72.52.4.119";"32787";"US"
"2017-10-03 09:14:09";"Distribution Site";"Locky";"bibtic.net";"http://bibtic.net/jhgf54y6";"offline";"10dencehispahard; S.L";"";"";""
"2017-10-03 09:13:59";"Distribution Site";"Locky";"charter-base.de";"http://charter-base.de/jhgf54y6";"offline";"";"";"";""
"2017-10-03 09:13:48";"Distribution Site";"Locky";"kitami-ansin.com";"http://kitami-ansin.com/jhgf54y6";"offline";"GMO Internet; Inc. dba Onamae.com";"125.206.115.97";"4713";"JP"
"2017-10-03 09:13:36";"Distribution Site";"Locky";"3overpar.com";"http://3overpar.com/jhgf54y6";"offline";"eNom; Inc.";"";"";""
"2017-10-03 09:13:25";"Distribution Site";"Locky";"pesonamas.co.id";"http://pesonamas.co.id/jhgf54y6";"offline";"";"202.169.44.149";"17451";"ID"
"2017-10-03 05:30:10";"Distribution Site";"Locky";"petrochemus.com";"http://petrochemus.com/873gfhi3f3r";"offline";"eNom; Inc.";"98.124.251.72";"21740";"US"
"2017-10-03 05:29:59";"Distribution Site";"Locky";"skyehoppus.com";"http://skyehoppus.com/873gfhi3f3r";"online";"Register.com; Inc.";"";"";""
"2017-10-03 05:29:48";"Distribution Site";"Locky";"schwellenwertdaten.de";"http://schwellenwertdaten.de/873gfhi3f3r";"offline";"";"";"";""
"2017-10-03 05:29:32";"Distribution Site";"Locky";"robsacks.com";"http://robsacks.com/873gfhi3f3r";"offline";"eNom; Inc.";"132.148.139.81";"26496";"US"
"2017-10-03 05:29:21";"Distribution Site";"Locky";"theceocforeporter.com";"http://theceocforeporter.com/873gfhi3f3r";"offline";"eNom; Inc.";"98.124.251.69";"21740";"US"
"2017-10-03 05:29:10";"Distribution Site";"Locky";"leightonbrothers.co.uk";"http://leightonbrothers.co.uk/873gfhi3f3r";"offline";"Namesco Limited";"185.2.4.60";"203461";"IT"
"2017-10-03 05:29:00";"Distribution Site";"Locky";"wallstproperties.com";"http://wallstproperties.com/873gfhi3f3r";"offline";"eNom; Inc.";"98.124.251.204";"21740";"US"
"2017-10-03 05:28:49";"Distribution Site";"Locky";"motifahsap.com";"http://motifahsap.com/873gfhi3f3r";"offline";"PDR Ltd. d/b/a PublicDomainRegistry.com";"188.132.180.113";"42910";"TR"
"2017-10-03 05:28:38";"Distribution Site";"Locky";"pacalik.net";"http://pacalik.net/873gfhi3f3r";"offline";"PDR Ltd. d/b/a PublicDomainRegistry.com";"";"";""
"2017-10-03 05:28:27";"Distribution Site";"Locky";"honeypot.egdevcenter.com";"http://honeypot.egdevcenter.com/873gfhi3f3r";"offline";"Key-Systems GmbH";"37.48.73.139";"60781";"NL"
"2017-10-03 05:28:16";"Distribution Site";"Locky";"ichinose.de";"http://ichinose.de/873gfhi3f3r";"offline";"";"87.106.244.84";"8560";"DE"
"2017-10-02 16:00:22";"C2";"Locky";"dmwajvm.fr";"http://dmwajvm.fr/main.php";"offline";"1API GmbH";"";"";""
"2017-10-02 14:47:59";"C2";"Locky";"macooptwafkwchtpo.pw";"http://macooptwafkwchtpo.pw/main.php";"offline";"Namecheap";"";"";""
"2017-10-02 14:47:59";"C2";"Locky";"89.108.84.87";"http://89.108.84.87/main.php";"offline";"";"89.108.84.87";"43146";"RU"
"2017-10-02 11:12:22";"Distribution Site";"Locky";"malvapraha.cz";"http://malvapraha.cz/ldjivy78";"offline";"REG-MEDIA4WEB";"78.24.8.144";"43541";"CZ"
"2017-10-02 11:12:12";"Distribution Site";"Locky";"demeter.pt";"http://demeter.pt/ldjivy78";"offline";"";"80.172.241.22";"8426";"PT"
"2017-10-02 11:12:01";"Distribution Site";"Locky";"nekkeveldecoplus.nl";"http://nekkeveldecoplus.nl/ldjivy78";"offline";"WebReus";"46.235.40.31";"34233";"NL"
"2017-10-02 11:11:51";"Distribution Site";"Locky";"miguelangeltrabado.com";"http://miguelangeltrabado.com/ldjivy78";"offline";"eNom; Inc.";"";"";""
"2017-10-02 11:11:40";"Distribution Site";"Locky";"ipezuela.com";"http://ipezuela.com/ldjivy78";"offline";"Dinahosting SL";"37.152.88.57";"57910";"ES"
"2017-10-02 11:11:30";"Distribution Site";"Locky";"globoart.es";"http://globoart.es/ldjivy78";"offline";"";"86.109.170.198";"196713";"ES"
"2017-10-02 11:11:19";"Distribution Site";"Locky";"colortown.pt";"http://colortown.pt/ldjivy78";"offline";"";"80.172.241.36";"8426";"PT"
"2017-10-02 11:10:48";"Distribution Site";"Locky";"sherylbro.net";"http://sherylbro.net/p66/ldjivy78";"offline";"Eranet International Limited";"";"";""
"2017-10-02 11:10:37";"Distribution Site";"Locky";"rmrcreative.com";"http://rmrcreative.com/ldjivy78";"offline";"Tucows Domains Inc.";"217.160.224.14";"8560";"DE"
"2017-10-02 11:10:27";"Distribution Site";"Locky";"centralbaptistchurchnj.org";"http://centralbaptistchurchnj.org/ldjivy78";"offline";"GoDaddy.com; LLC";"";"";""
"2017-10-02 11:10:16";"Distribution Site";"Locky";"maurocesari.it";"http://maurocesari.it/ldjivy78";"offline";"WIDE-REG";"66.71.182.143";"31034";"IT"
"2017-10-02 11:10:06";"Distribution Site";"Locky";"themaninroom306.com";"http://themaninroom306.com/ldjivy78";"offline";"Tucows Domains Inc.";"208.79.200.232";"17054";"US"
"2017-10-02 11:09:55";"Distribution Site";"Locky";"lacosturera.es";"http://lacosturera.es/ldjivy78";"offline";"";"86.109.170.198";"196713";"ES"
"2017-10-02 11:09:44";"Distribution Site";"Locky";"staywithorchid.com";"http://staywithorchid.com/ldjivy78";"offline";"Web Commerce Communications Limited dba WebNic.cc";"119.110.108.6";"17971";"MY"
"2017-09-30 17:55:57";"C2";"Locky";"185.159.128.119";"http://185.159.128.119/imageload.cgi";"offline";"";"185.159.128.119";"64439";"RU"
"2017-09-29 20:18:26";"C2";"Sage";"mbfce24rgn65bx3g.kye1ap.net";"http://mbfce24rgn65bx3g.kye1ap.net";"offline";"PakNIC (Private) Limited";"";"";""
"2017-09-29 12:19:17";"Distribution Site";"Locky";"poemsan.info";"http://poemsan.info/p66/UYGjkdsc82R";"offline";"Eranet International Limited";"";"";""
"2017-09-29 12:04:51";"Distribution Site";"Locky";"m-tensou.net";"http://m-tensou.net/UYGjkdsc82R";"offline";"Tucows Domains Inc.";"202.218.252.73";"2554";"JP"
"2017-09-29 12:04:40";"Distribution Site";"Locky";"sdr.co.nz";"http://sdr.co.nz/UYGjkdsc82R";"offline";"";"54.153.154.169";"16509";"AU"
"2017-09-29 12:04:27";"Distribution Site";"Locky";"long-an.com.tw";"http://long-an.com.tw/UYGjkdsc82R";"offline";"HINET";"203.74.203.14";"3462";"TW"
"2017-09-29 12:04:16";"Distribution Site";"Locky";"lp-usti.cz";"http://lp-usti.cz/UYGjkdsc82R";"offline";"REG-ZONER";"77.48.30.84";"6830";"CZ"
"2017-09-29 12:04:05";"Distribution Site";"Locky";"suncoastot.com";"http://suncoastot.com/UYGjkdsc82R";"offline";"eNom; Inc.";"98.124.252.176";"21740";"US"
"2017-09-29 12:03:54";"Distribution Site";"Locky";"littleulearning.com";"http://littleulearning.com/UYGjkdsc82R";"offline";"Network Solutions; LLC.";"66.36.163.208";"14265";"US"
"2017-09-29 12:03:43";"Distribution Site";"Locky";"ip032.es";"http://ip032.es/UYGjkdsc82R";"offline";"";"86.109.170.84";"196713";"ES"
"2017-09-29 12:03:32";"Distribution Site";"Locky";"autoecolecarnot.com";"http://autoecolecarnot.com/UYGjkdsc82R";"offline";"Gandi SAS";"";"";""
"2017-09-29 12:03:22";"Distribution Site";"Locky";"bacota.es";"http://bacota.es/UYGjkdsc82R";"offline";"";"185.18.198.88";"198432";"ES"
"2017-09-29 12:03:11";"Distribution Site";"Locky";"associationlachaloupe.com";"http://associationlachaloupe.com/UYGjkdsc82R";"offline";"Gandi SAS";"";"";""
